"","seqnames","start","end","width","strand","type","log_kd","p3.score","note","ORF","symbol.x","V3","logFC","logCPM","LR","PValue","FDR","medianLength","gene_name","repression","8mer","7mer","6mer","non-canonical","ORF.canonical","ORF.non-canonical","symbol.y","gene_id"
"1009","ENST00000247833",1759,1766,8,"*","6mer",-2742,0,"-",FALSE,"RAB3IP","ENSG00000127328.22",-0.227201544714476,2.79307606365167,1.06628158365185,0.301786860995172,1,8223.348,"RAB3IP",-0.890707881215082,0,1,1,0,2,0,"RAB3IP","ENSG00000127328"
"7048","ENST00000334828",457,464,8,"*","6mer",-2742,0,"-",TRUE,"PGAM1","ENSG00000171314.9",0.0291274290175562,9.92269782723241,0.295311987700387,0.586836420480671,1,1547.394,"PGAM1",-0.0498034190018874,0,0,0,0,1,0,"PGAM1","ENSG00000171314"
"7337","ENST00000337970",942,949,8,"*","6mer",-2742,2,"-",TRUE,"HNRNPF","ENSG00000169813.17",0.0634487080712194,5.20191472261697,0.189443223802714,0.663380421988232,1,1850.5655,"HNRNPF",-0.0498034190018874,0,0,0,0,1,0,"HNRNPF","ENSG00000169813"
"12542","ENST00000377861",11074,11081,8,"*","6mer",-2742,0,"-",FALSE,"PCDH9","ENSG00000184226.15",-0.110641706123523,2.50155975884594,0.184555969938317,0.667486798028621,1,20124.474,"PCDH9",-1.99159339096892,1,3,3,0,0,0,"PCDH9","ENSG00000184226"
"15591","ENST00000404169",1665,1672,8,"*","6mer",-2742,0,"-",TRUE,"CAMKK2","ENSG00000110931.19",0.502912190877475,2.72717491469861,0.102756882645856,0.74854601896519,1,4704.657,"CAMKK2",-0.0498034190018874,0,0,0,0,1,0,"CAMKK2","ENSG00000110931"
"16302","ENST00000412367",1622,1629,8,"*","6mer",-2742,0,"-",TRUE,"CAMKK2","ENSG00000110931.19",0.0432988418062384,4.29358761222727,0.0720496841700911,0.788375490483569,1,1658.836,"CAMKK2",-0.0498034190018874,0,0,0,0,1,0,"CAMKK2","ENSG00000110931"
"21009","ENST00000511480",2963,2970,8,"*","6mer",-2742,0,"-",FALSE,"N4BP2","ENSG00000078177.14",-0.112038503157034,2.19564847390544,0.106800667027159,0.743816350708738,1,7411.231,"N4BP2",-0.976462721728087,0,1,2,0,1,0,"N4BP2","ENSG00000078177"
"5742","ENST00000318008",2003,2010,8,"*","6mer",-2741,0,"-",FALSE,"LASP1","ENSG00000002834.18",0.029872219874532,4.4584158181758,0.0467066632859758,0.828896358318494,1,3730.9025,"LASP1",-0.471295198753953,0,0,2,0,0,0,"LASP1","ENSG00000002834"
"9504","ENST00000360150",2281,2288,8,"*","6mer",-2741,0,"-",FALSE,"ERGIC2","ENSG00000087502.19",-0.0639825105366072,4.97791189174697,0.268439609612297,0.60438042103475,1,3609.5825,"ERGIC2",-0.231223240620169,0,0,1,0,0,0,"ERGIC2","ENSG00000087502"
"22262","ENST00000534769",108,115,8,"*","6mer",-2741,0,"-",TRUE,"CFL1","ENSG00000172757.13",0.930267559529755,1.51472667356624,4.8703645877534,0.0273217275667582,0.815408472520936,470.9,"CFL1",-0.0497521568712791,0,0,0,0,1,0,"CFL1","ENSG00000172757"
"26050","ENST00000614565",4107,4114,8,"*","6mer",-2741,4,"-",FALSE,"CDH4","ENSG00000179242.16",-0.0626188235941046,3.90796144744981,0.167869339039736,0.68201237713848,1,6339.0595,"CDH4",-0.534396319855065,0,0,2,0,1,0,"CDH4","ENSG00000179242"
"369","ENST00000219400",353,360,8,"*","6mer",-2738,1,"-",FALSE,"CMC2","ENSG00000103121.9",-0.0751530732012337,1.98577610953321,0.0497233938472608,0.823545289782844,1,8998.6005,"CMC2",-1.15201530211879,0,2,1,0,0,0,"CMC2","ENSG00000103121"
"1849","ENST00000261700",1717,1724,8,"*","6mer",-2738,0,"-",FALSE,"RTRAF","ENSG00000087302.9",0.0268290219895439,6.63974079948343,0.133368611360953,0.714964600188381,1,6015.2295,"RTRAF",-1.18970151596857,0,1,4,0,0,0,"RTRAF","ENSG00000087302"
"3385","ENST00000281171",2934,2941,8,"*","6mer",-2738,3,"-",TRUE,"PTPRO","ENSG00000151490.15",-0.182563179948072,3.59279084971346,0.3508222711367,0.553648031026069,1,5823.888,"PTPRO",-0.459127699342925,0,0,1,0,3,0,"PTPRO","ENSG00000151490"
"3663","ENST00000286953",317,324,8,"*","6mer",-2738,0,"-",FALSE,"ATP5MJ","ENSG00000156411.10",-0.0116973077102116,9.70809139189421,0.0136150609376102,0.907110792130827,1,320.4845,"ATP5MJ",-0.230607259782021,0,0,1,0,0,0,"ATP5MJ","ENSG00000156411"
"3871","ENST00000292401",367,374,8,"*","6mer",-2738,0,"-",TRUE,"AZGP1","ENSG00000160862.13",0.127103379337803,1.83177288374408,0.102312639960196,0.749071830273513,1,914.8405,"AZGP1",-0.0495986537862578,0,0,0,0,1,0,"AZGP1","ENSG00000160862"
"4202","ENST00000297146",4007,4014,8,"*","6mer",-2738,0,"-",FALSE,"GPR85","ENSG00000164604.14",0.00161887705644243,1.63576222993642,2.38208531815332e-05,0.996105811288899,1,3984.348,"GPR85",-0.360044687877852,0,0,2,0,0,0,"GPR85","ENSG00000164604"
"4803","ENST00000305768",319,326,8,"*","6mer",-2738,5,"-",TRUE,"CEP89","ENSG00000121289.18",-0.242009937021514,1.9414827046851,0.443393525040811,0.505489076720433,1,5618.086,"CEP89",-1.72471030176938,0,3,1,0,3,0,"CEP89","ENSG00000121289"
"5845","ENST00000319363",6484,6491,8,"*","6mer",-2738,0,"-",FALSE,"IL17RA","ENSG00000177663.15",0.424413273584107,3.02045817424864,1.59706576309886,0.206319531026386,1,8374.5685,"IL17RA",-0.95198995053285,0,0,4,0,1,0,"IL17RA","ENSG00000177663"
"6066","ENST00000322535",2332,2339,8,"*","6mer",-2738,0,"-",TRUE,"SF3B2","ENSG00000087365.16",0.0670293535653023,5.46795825308568,0.40234465180348,0.52588085861588,1,3097.6285,"SF3B2",-0.0495986537862578,0,0,0,0,1,0,"SF3B2","ENSG00000087365"
"6115","ENST00000323303",1744,1751,8,"*","6mer",-2738,0,"-",FALSE,"MOB4","ENSG00000115540.15",-0.0293223304576072,5.97278440196857,0.0658533624006967,0.797472829115636,1,2488.2225,"MOB4",-0.230607259782021,0,0,1,0,0,0,"MOB4","ENSG00000115540"
"7923","ENST00000343455",8405,8412,8,"*","6mer",-2738,0,"-",FALSE,"DICER1","ENSG00000100697.17",-0.396171251133074,4.45290171611377,4.85085503960447,0.027632431345999,0.818553763122164,9003.3535,"DICER1",-0.486809848010324,0,0,1,0,3,0,"DICER1","ENSG00000100697"
"7978","ENST00000344096",5569,5576,8,"*","6mer",-2738,0,"-",FALSE,"DYRK2","ENSG00000127334.11",0.297629491592469,3.09986935801012,2.50659636453787,0.11337055262957,1,7085.323,"DYRK2",-0.230607259782021,0,0,1,0,0,0,"DYRK2","ENSG00000127334"
"9711","ENST00000361162",411,418,8,"*","6mer",-2738,0,"-",TRUE,"RBM39","ENSG00000131051.24",0.115742691736151,5.56534924638615,0.703560228015068,0.401589985695711,1,2380.2555,"RBM39",-0.40308480311402,0,0,1,0,1,0,"RBM39","ENSG00000131051"
"10316","ENST00000367808",2198,2205,8,"*","6mer",-2738,0,"-",FALSE,"BLZF1","ENSG00000117475.14",0.0522040468574549,2.94915580546569,0.0612796512414695,0.804484712810285,1,1850.502,"BLZF1",-0.314426966109716,0,0,1,0,1,0,"BLZF1","ENSG00000117475"
"10812","ENST00000369849",1108,1115,8,"*","6mer",-2738,2,"-",TRUE,"INA","ENSG00000148798.11",-0.158461148526207,9.79512039904708,4.00867423686073,0.0452667321950195,0.985933146072908,2545.733,"INA",-0.0495986537862578,0,0,0,0,1,0,"INA","ENSG00000148798"
"11271","ENST00000372014",562,569,8,"*","6mer",-2738,2,"-",FALSE,"MRPL14","ENSG00000180992.7",0.0565540310417726,6.7553250881324,0.728571353394343,0.393346660757673,1,678.0835,"MRPL14",-0.230607259782021,0,0,1,0,0,0,"MRPL14","ENSG00000180992"
"11708","ENST00000373647",1659,1666,8,"*","6mer",-2738,0,"-",TRUE,"RABGAP1","ENSG00000011454.18",-0.00702353903317506,4.70921927469025,0.00458868660228706,0.94599273040763,1,4715.643,"RABGAP1",-0.652877742477673,0,1,1,0,2,0,"RABGAP1","ENSG00000011454"
"11798","ENST00000374038",408,415,8,"*","6mer",-2738,0,"-",TRUE,"RBM39","ENSG00000131051.24",0.0145150028562489,1.85346640402373,9.01799698098671e-05,0.992423151965745,1,745.0045,"RBM39",-0.0495986537862578,0,0,0,0,1,0,"RBM39","ENSG00000131051"
"11976","ENST00000374861",2565,2572,8,"*","6mer",-2738,0,"-",FALSE,"ZNF189","ENSG00000136870.11",0.995568880663659,1.6787675678245,0.200524077447298,0.654298157960917,1,2739.6835,"ZNF189",-1.21456975888533,0,0,1,0,5,0,"ZNF189","ENSG00000136870"
"15364","ENST00000401533",3127,3134,8,"*","6mer",-2738,0,"-",FALSE,"GAREM2","ENSG00000157833.13",-0.284891898151818,4.26965994133453,3.34181099696912,0.0675402340011379,1,3324.912,"GAREM2",-0.230607259782021,0,0,1,0,0,0,"GAREM2","ENSG00000157833"
"15538","ENST00000403542",484,491,8,"*","6mer",-2738,0,"-",FALSE,"RBM39","ENSG00000131051.24",-0.0426285965493686,4.56132007483368,0.0642440733666163,0.799909563977581,1,2427,"RBM39",-0.541751908622941,0,0,2,0,0,0,"RBM39","ENSG00000131051"
"16400","ENST00000414262",368,375,8,"*","6mer",-2738,0,"-",FALSE,"ATP5MJ","ENSG00000156411.10",-0.00731638788991829,2.76326509008493,0.00104757298801772,0.974179991157539,1,552.033,"ATP5MJ",-0.230607259782021,0,0,1,0,0,0,"ATP5MJ","ENSG00000156411"
"16931","ENST00000422440",3654,3661,8,"*","6mer",-2738,0,"-",FALSE,"SLC25A12","ENSG00000115840.14",0.101468193183307,3.96304176997911,0.188029162406641,0.664562015396983,1,3531.0255,"SLC25A12",-0.230607259782021,0,0,1,0,0,0,"SLC25A12","ENSG00000115840"
"20131","ENST00000486645",391,398,8,"*","6mer",-2738,1,"-",FALSE,"CMC2","ENSG00000103121.9",-0.0481778438674799,2.7503678856904,0.0268046092570149,0.869950680624212,1,470.848,"CMC2",-0.230607259782021,0,0,1,0,0,0,"CMC2","ENSG00000103121"
"21867","ENST00000528062",345,352,8,"*","6mer",-2738,0,"-",TRUE,"RBM39","ENSG00000131051.24",-0.873981631159344,2.15126005245885,0.955343997482867,0.328362748761399,1,2029.6545,"RBM39",-0.0495986537862578,0,0,0,0,1,0,"RBM39","ENSG00000131051"
"21890","ENST00000528302",2281,2288,8,"*","6mer",-2738,0,"-",TRUE,"SF3B2","ENSG00000087365.16",0.0764764846469191,3.00800361978928,0.0909783337287342,0.76293707188823,1,3060.4125,"SF3B2",-0.0495986537862578,0,0,0,0,1,0,"SF3B2","ENSG00000087365"
"22675","ENST00000539867",2793,2800,8,"*","6mer",-2738,0,"-",FALSE,"TBC1D30","ENSG00000111490.15",-0.0824084064567181,2.5974501836433,0.0725190414766947,0.787703758973291,1,7311.9105,"TBC1D30",-1.10358773672525,0,2,1,0,0,0,"TBC1D30","ENSG00000111490"
"22858","ENST00000542557",417,424,8,"*","6mer",-2738,3,"-",TRUE,"PTPRO","ENSG00000151490.15",-0.270093440194323,2.55482040825709,0.119649689920465,0.729414740002935,1,2611.2195,"PTPRO",-0.326614182930664,0,0,1,0,1,0,"PTPRO","ENSG00000151490"
"23958","ENST00000564249",353,360,8,"*","6mer",-2738,1,"-",FALSE,"CMC2","ENSG00000103121.9",-0.111103886550429,2.63356651423808,0.129270002161945,0.719190129471012,1,542.0785,"CMC2",-0.230607259782021,0,0,1,0,0,0,"CMC2","ENSG00000103121"
"24030","ENST00000565650",353,360,8,"*","6mer",-2738,1,"-",FALSE,"CMC2","ENSG00000103121.9",-0.235474992860865,3.00122179842192,0.880154617110095,0.348159334538906,1,352.5885,"CMC2",-0.230607259782021,0,0,1,0,0,0,"CMC2","ENSG00000103121"
"24257","ENST00000570195",520,527,8,"*","6mer",-2738,1,"-",FALSE,"CMC2","ENSG00000103121.9",-0.149009319827747,1.99429097603154,0.2074933487716,0.648739225913764,1,572.9005,"CMC2",-0.230607259782021,0,0,1,0,0,0,"CMC2","ENSG00000103121"
"24481","ENST00000579828",1198,1205,8,"*","6mer",-2738,3,"-",FALSE,"DNAH9","ENSG00000007174.18",0.0420103416641126,2.56748208956079,0.0296777622072915,0.863223421695743,1,1646.0385,"DNAH9",-0.309900025154415,0,0,1,0,1,0,"DNAH9","ENSG00000007174"
"29251","ENST00000674188",2490,2497,8,"*","6mer",-2738,3,"-",TRUE,"PTPRO","ENSG00000151490.15",0.13433468431665,3.58228268552661,0.0899650864015129,0.764221545718514,1,4336.9105,"PTPRO",-0.427497458243877,0,0,1,0,2,0,"PTPRO","ENSG00000151490"
"29259","ENST00000674237",2451,2458,8,"*","6mer",-2738,0,"-",FALSE,"TBC1D30","ENSG00000111490.15",-0.28322374923115,2.99623173061194,1.0097545411069,0.314961650541685,1,5119.3395,"TBC1D30",-0.650789244882359,0,1,1,0,0,0,"TBC1D30","ENSG00000111490"
"29263","ENST00000674261",2934,2941,8,"*","6mer",-2738,3,"-",TRUE,"PTPRO","ENSG00000151490.15",0.560662765163849,2.9008204933946,0.890197243160159,0.345423862484434,1,5351.2465,"PTPRO",-0.886860485954944,0,1,1,0,3,0,"PTPRO","ENSG00000151490"
"29279","ENST00000674316",2934,2941,8,"*","6mer",-2738,3,"-",TRUE,"PTPRO","ENSG00000151490.15",0.242378481688771,3.4754306478373,0.689374636875071,0.406377171360012,1,6076.956,"PTPRO",-0.820632696983662,0,0,3,0,3,0,"PTPRO","ENSG00000151490"
"29297","ENST00000674391",3584,3591,8,"*","6mer",-2738,3,"-",FALSE,"PTPRO","ENSG00000151490.15",0.346257159489559,2.45741445382504,0.0315063669883209,0.859115406404218,1,5364.197,"PTPRO",-0.869345005210536,0,1,2,0,1,0,"PTPRO","ENSG00000151490"
"4110","ENST00000296315",223,230,8,"*","6mer",-2736,0,"-",TRUE,"ARHGEF3","ENSG00000163947.12",0.0415281602170559,3.80788983712323,0.0339041085472438,0.853910936166179,1,3203.652,"ARHGEF3",-0.0833140674920288,0,0,0,0,2,0,"ARHGEF3","ENSG00000163947"
"4378","ENST00000299714",169,176,8,"*","6mer",-2736,3,"-",TRUE,"SEC11C","ENSG00000166562.9",-0.0250462733927285,4.10314675125673,0.0169085961125637,0.896540272404744,1,416.8585,"SEC11C",-0.0578748790372184,0,0,0,0,1,0,"SEC11C","ENSG00000166562"
"4658","ENST00000303635",3700,3707,8,"*","6mer",-2736,3,"-",TRUE,"CAMTA1","ENSG00000171735.20",0.012201758100695,5.79507325690078,0.0110211708142032,0.916390278812448,1,7410.83,"CAMTA1",-0.705677895154164,0,1,0,0,3,0,"CAMTA1","ENSG00000171735"
"7197","ENST00000336615",1914,1921,8,"*","6mer",-2736,0,"-",FALSE,"PNPLA2","ENSG00000177666.17",-0.118157264957886,1.83894050332259,0.135891200848087,0.712400372504505,1,1851.385,"PNPLA2",-0.459685824815532,0,0,2,0,1,0,"PNPLA2","ENSG00000177666"
"9827","ENST00000361565",1611,1618,8,"*","6mer",-2736,0,"-",TRUE,"IPO9","ENSG00000198700.10",-0.0929461228111214,5.81928309592284,1.20126272304505,0.273069446644328,1,11416.7995,"IPO9",-1.28950125173435,0,2,3,0,1,0,"IPO9","ENSG00000198700"
"11619","ENST00000373347",490,497,8,"*","6mer",-2736,0,"-",TRUE,"DLGAP3","ENSG00000116544.12",-0.649152346494827,2.14633607714785,1.10569041743498,0.293020678411079,1,2970.01,"DLGAP3",-0.0494965540881531,0,0,0,0,1,0,"DLGAP3","ENSG00000116544"
"20257","ENST00000490820",58,65,8,"*","6mer",-2736,0,"-",TRUE,"CREBZF","ENSG00000137504.15",0.134188761031228,2.5719840970238,0.319973830126219,0.571623372511803,1,2867.698,"CREBZF",-0.577618586987743,0,1,0,0,1,0,"CREBZF","ENSG00000137504"
"20377","ENST00000495233",570,577,8,"*","6mer",-2736,3,"-",TRUE,"CAMTA1","ENSG00000171735.20",0.429453187697759,2.26807743370535,0.063793464065526,0.80059767063892,1,3332.545,"CAMTA1",-0.654382064139796,0,1,0,0,2,0,"CAMTA1","ENSG00000171735"
"20902","ENST00000509791",169,176,8,"*","6mer",-2736,3,"-",TRUE,"SEC11C","ENSG00000166562.9",0.149382157376685,3.59919198628571,0.916384897739814,0.33842597383956,1,1540.371,"SEC11C",-0.0578748790372184,0,0,0,0,1,0,"SEC11C","ENSG00000166562"
"21827","ENST00000527447",58,65,8,"*","6mer",-2736,0,"-",TRUE,"CREBZF","ENSG00000137504.15",-0.13090163596175,2.2437967203176,0.209002783955095,0.647550136876769,1,4849.2395,"CREBZF",-0.577618586987743,0,1,0,0,1,0,"CREBZF","ENSG00000137504"
"24763","ENST00000587834",169,176,8,"*","6mer",-2736,3,"-",TRUE,"SEC11C","ENSG00000166562.9",0.0269646896412033,8.74752091992925,0.0826845066173121,0.773691883250718,1,469.5605,"SEC11C",-0.0578748790372184,0,0,0,0,1,0,"SEC11C","ENSG00000166562"
"24817","ENST00000588875",169,176,8,"*","6mer",-2736,3,"-",TRUE,"SEC11C","ENSG00000166562.9",0.158912517800424,4.31921411049525,0.588109775200294,0.443150989160014,1,406.6005,"SEC11C",-0.0578748790372184,0,0,0,0,1,0,"SEC11C","ENSG00000166562"
"1249","ENST00000253332",3505,3512,8,"*","6mer",-2735,0,"-",TRUE,"AKAP12","ENSG00000131016.17",0.0504802114340899,7.03913897844137,0.170861530325045,0.679347270769441,1,6407.357,"AKAP12",-0.0494455748276829,0,0,0,0,1,0,"AKAP12","ENSG00000131016"
"1897","ENST00000261845",2494,2501,8,"*","6mer",-2735,2,"-",FALSE,"MAPK6","ENSG00000069956.14",-0.0548533624362631,5.06264583561856,0.255564822241193,0.61318368744901,1,4274.9215,"MAPK6",-0.451817173981056,0,0,2,0,0,0,"MAPK6","ENSG00000069956"
"2795","ENST00000268097",4438,4445,8,"*","6mer",-2735,0,"-",FALSE,"HEXA","ENSG00000213614.11",0.683299377194044,2.20160496262854,0.661090413463947,0.416175250095993,1,4727.5805,"HEXA",-0.229992468728527,0,0,1,0,0,0,"HEXA","ENSG00000213614"
"3214","ENST00000275820",3159,3166,8,"*","6mer",-2735,0,"-",FALSE,"NOM1","ENSG00000146909.8",0.189518130295449,1.5755248315539,0.394122019811659,0.530140612148764,1,5698.8835,"NOM1",-0.757411082212752,0,1,2,0,0,0,"NOM1","ENSG00000146909"
"5268","ENST00000311128",2864,2871,8,"*","6mer",-2735,0,"-",FALSE,"DENND6A","ENSG00000174839.13",-0.0471347793296429,2.01310900489013,0.0269832519509814,0.869521906220048,1,3826.168,"DENND6A",-0.69882883662166,0,1,1,0,0,0,"DENND6A","ENSG00000174839"
"6811","ENST00000332007",306,313,8,"*","6mer",-2735,0,"-",TRUE,"DPP6","ENSG00000130226.17",-0.401640768019722,1.96422764544295,0.319786041634231,0.5717362544611,1,3580.318,"DPP6",-0.168554346373123,0,0,0,0,2,0,"DPP6","ENSG00000130226"
"7913","ENST00000343325",2613,2620,8,"*","6mer",-2735,0,"-",FALSE,"ZNF791","ENSG00000173875.14",-0.0174724963303471,4.71556683651815,0.0131746067179472,0.908618955305696,1,5919.22,"ZNF791",-0.842921056619624,0,0,3,0,3,0,"ZNF791","ENSG00000173875"
"13937","ENST00000393099",1154,1161,8,"*","6mer",-2735,5,"-",FALSE,"RPL13","ENSG00000167526.14",0.0897730986257673,4.60372600986507,0.529116003881364,0.466978747044623,1,2060.73,"RPL13",-0.286553366902018,0,0,1,0,0,0,"RPL13","ENSG00000167526"
"15461","ENST00000402676",3505,3512,8,"*","6mer",-2735,0,"-",TRUE,"AKAP12","ENSG00000131016.17",-0.0181794099892745,6.19151361157946,0.0123973910044413,0.911343904806178,1,7871.091,"AKAP12",-0.0494455748276829,0,0,0,0,1,0,"AKAP12","ENSG00000131016"
"15578","ENST00000404039",300,307,8,"*","6mer",-2735,0,"-",TRUE,"DPP6","ENSG00000130226.17",-0.165739620968392,4.42564562905924,1.29072542528878,0.255914307059167,1,4635.334,"DPP6",-0.168554346373123,0,0,0,0,2,0,"DPP6","ENSG00000130226"
"21803","ENST00000526991",1125,1132,8,"*","6mer",-2735,0,"-",FALSE,"CHMP1B","ENSG00000255112.3",0.104859412783744,5.97896767107556,1.20715942437953,0.271895421169012,1,2387.122,"CHMP1B",-0.586616224627741,0,0,2,0,0,0,"CHMP1B","ENSG00000255112"
"63","ENST00000040738",688,695,8,"*","6mer",-2734,0,"-",TRUE,"BOD1L1","ENSG00000038219.13",-0.0398529980385926,5.65635128453696,0.102905256137319,0.748370681488033,1,9746.5385,"BOD1L1",-0.307904320163418,0,0,0,0,2,0,"BOD1L1","ENSG00000038219"
"71","ENST00000054650",295,302,8,"*","6mer",-2734,0,"-",TRUE,"THAP3","ENSG00000041988.16",-0.0214856045964204,4.16749724875765,0.0282851386870808,0.866440209766079,1,1075.504,"THAP3",-0.0493946425734435,0,0,0,0,1,0,"THAP3","ENSG00000041988"
"230","ENST00000210060",337,344,8,"*","6mer",-2734,0,"-",TRUE,"DHPS","ENSG00000095059.17",0.111549638800631,6.46962008472668,1.83059279616786,0.176057543405925,1,1075.5585,"DHPS",-0.0493946425734435,0,0,0,0,1,0,"DHPS","ENSG00000095059"
"17266","ENST00000426333",3078,3085,8,"*","6mer",-2734,0,"-",FALSE,"EFTUD2","ENSG00000108883.13",-0.214360216057345,2.52043197485312,0.386775903972685,0.533999010702859,1,4278.3865,"EFTUD2",-0.789374349652926,0,1,2,0,1,0,"EFTUD2","ENSG00000108883"
"19386","ENST00000458420",6697,6704,8,"*","6mer",-2734,3,"-",FALSE,"CLSTN2","ENSG00000158258.16",-0.0519974585744613,5.07422615673135,0.12058251936949,0.728403557138466,1,14133.864,"CLSTN2",-1.69667417411171,1,3,3,0,2,0,"CLSTN2","ENSG00000158258"
"20048","ENST00000482713",3611,3618,8,"*","6mer",-2734,0,"-",FALSE,"BOD1L1","ENSG00000038219.13",0.10016677385389,5.15261272124187,0.706052464388117,0.4007574211419,1,3679.9775,"BOD1L1",-0.229787802646101,0,0,1,0,0,0,"BOD1L1","ENSG00000038219"
"20468","ENST00000500161",423,430,8,"*","6mer",-2734,0,"-",TRUE,"ZNF329","ENSG00000181894.15",-0.567849548765916,1.6992530559357,1.80000111170365,0.179712360479509,1,2799.1635,"ZNF329",-0.790456442992343,0,0,1,0,4,0,"ZNF329","ENSG00000181894"
"20528","ENST00000502732",7505,7512,8,"*","6mer",-2734,0,"-",FALSE,"ABL2","ENSG00000143322.21",0.151666598784971,3.53375729126088,0.77584368538059,0.378415310393829,1,11743.364,"ABL2",-1.33687890941506,0,2,4,0,1,0,"ABL2","ENSG00000143322"
"25001","ENST00000591382",3078,3085,8,"*","6mer",-2734,0,"-",FALSE,"EFTUD2","ENSG00000108883.13",0.25138724565619,3.75267821106152,0.284767150798286,0.593593545091579,1,3580.718,"EFTUD2",-0.262176647315943,0,0,1,0,1,0,"EFTUD2","ENSG00000108883"
"25092","ENST00000592576",3048,3055,8,"*","6mer",-2734,0,"-",FALSE,"EFTUD2","ENSG00000108883.13",0.193627698753294,2.43512743780724,0.0111632628976182,0.915855019327877,1,3251.087,"EFTUD2",-0.262176647315943,0,0,1,0,1,0,"EFTUD2","ENSG00000108883"
"25413","ENST00000601537",337,344,8,"*","6mer",-2734,0,"-",TRUE,"DHPS","ENSG00000095059.17",0.0466622002041527,2.21388381794539,0.0291369487901489,0.864463212734527,1,899.9245,"DHPS",-0.0493946425734435,0,0,0,0,1,0,"DHPS","ENSG00000095059"
"26493","ENST00000619360",2082,2089,8,"*","6mer",-2734,0,"-",FALSE,"NFKBIE","ENSG00000146232.17",-0.735321306460383,3.01354458765121,0.626210295006331,0.428748819630362,1,1989.7935,"NFKBIE",-0.535267399557829,0,1,1,0,0,0,"NFKBIE","ENSG00000146232"
"1427","ENST00000256707",4761,4768,8,"*","6mer",-2733,3,"-",TRUE,"KIDINS220","ENSG00000134313.17",-0.185312286967974,4.14198517242943,0.115322127949785,0.734164467276838,1,6928.8195,"KIDINS220",-1.51820881136834,0,2,0,0,4,0,"KIDINS220","ENSG00000134313"
"2105","ENST00000262608",2628,2635,8,"*","6mer",-2733,4,"-",TRUE,"CECR2","ENSG00000099954.19",-0.178061978989874,2.63685233636379,0.487659276646948,0.484973309587236,1,9775.9605,"CECR2",-0.0904203242642259,0,0,0,0,2,0,"CECR2","ENSG00000099954"
"12359","ENST00000377081",4543,4550,8,"*","6mer",-2733,0,"-",TRUE,"KIF1B","ENSG00000054523.20",0.0464372611993965,5.25188179898402,0.0162425930780685,0.89858706825962,1,8779.8595,"KIF1B",-0.67747870781507,0,0,2,0,3,0,"KIF1B","ENSG00000054523"
"17758","ENST00000433866",1477,1484,8,"*","6mer",-2733,4,"-",FALSE,"HSBP1","ENSG00000230989.8",-0.0426357682456683,6.79343484245217,0.0950692257348678,0.757828974269519,1,8284.4335,"HSBP1",-1.21116684705218,1,0,2,0,0,0,"HSBP1","ENSG00000230989"
"19779","ENST00000473731",4704,4711,8,"*","6mer",-2733,3,"-",TRUE,"KIDINS220","ENSG00000134313.17",-0.551033435029195,3.40622073394655,0.965264657608882,0.325864005822283,1,6868.365,"KIDINS220",-1.51820881136834,0,2,0,0,4,0,"KIDINS220","ENSG00000134313"
"25695","ENST00000610417",1069,1076,8,"*","6mer",-2733,0,"-",TRUE,"SAMD4B","ENSG00000179134.16",-0.225242359838027,2.85067887915024,1.20393792803534,0.272536031570995,1,4396.139,"SAMD4B",-0.857757799933435,0,1,0,0,1,0,"SAMD4B","ENSG00000179134"
"26561","ENST00000620295",4501,4508,8,"*","6mer",-2733,0,"-",TRUE,"KIF1B","ENSG00000054523.20",0.293157403392079,4.57614629785702,0.540861763458373,0.462075803037689,1,8656.094,"KIF1B",-0.67747870781507,0,0,2,0,3,0,"KIF1B","ENSG00000054523"
"29632","ENST00000676179",4543,4550,8,"*","6mer",-2733,0,"-",TRUE,"KIF1B","ENSG00000054523.20",-0.0107592124681081,6.16728230336344,0.00860879765698996,0.926075474848108,1,10926.3135,"KIF1B",-0.67747870781507,0,0,2,0,3,0,"KIF1B","ENSG00000054523"
"1678","ENST00000260270",2517,2524,8,"*","6mer",-2732,0,"-",FALSE,"FDX1","ENSG00000137714.3",-0.0759043673395787,4.14221649999487,0.358390255502428,0.549401608337401,1,2315.656,"FDX1",-0.229378866718744,0,0,1,0,0,0,"FDX1","ENSG00000137714"
"7380","ENST00000338244",4325,4332,8,"*","6mer",-2732,0,"-",FALSE,"SLC23A2","ENSG00000089057.15",-0.837138885144967,4.33784550013172,0.741695027845871,0.389118440728428,1,6886.25,"SLC23A2",-0.229378866718744,0,0,1,0,0,0,"SLC23A2","ENSG00000089057"
"7984","ENST00000344147",722,729,8,"*","6mer",-2732,2,"-",TRUE,"ZCCHC17","ENSG00000121766.16",-0.0333936997730358,7.19846493781502,0.190667753649024,0.662361432159218,1,1318.054,"ZCCHC17",-1.39217916639525,1,1,0,0,1,0,"ZCCHC17","ENSG00000121766"
"8568","ENST00000354698",2170,2177,8,"*","6mer",-2732,0,"-",FALSE,"ZNF589","ENSG00000164048.14",-0.0649147153084989,2.95498213356345,0.0939241288210493,0.759246485383578,1,3263.8205,"ZNF589",-0.229378866718744,0,0,1,0,0,0,"ZNF589","ENSG00000164048"
"10380","ENST00000368149",2207,2214,8,"*","6mer",-2732,0,"-",FALSE,"ARHGAP18","ENSG00000146376.11",0.0752992124060688,4.2452457086529,0.153673377900304,0.695049375797013,1,3312.8685,"ARHGAP18",-0.229378866718744,0,0,1,0,0,0,"ARHGAP18","ENSG00000146376"
